ID,Event date,Day,Action,Actor,Actor specified ,Target,Target specified,Event,Oblast,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,,,,,,
CK 43,29-Apr-2010,Thu,agreement,workers,"drivers and conductors of communal enterprise ""Cherkasy Electric Transport"" (Черкасиелектротранс)","communal enterprise, local authorities","management of communal enterprise ""Cherkasy Electric Transport"" (Черкасиелектротранс), Cherkasy city council","Workers stopped the strike finally after signing the agreement with director of ""Cherkasy Electric Transport"" communal enterprise and Cherkasy city council",Cherkasy,Cherkasy,wage arrears,4-Mar-2010,,248,0,0,0,N,,0,0,,,,,,
CK 44,28-Apr-2010,Wed,vandalism,unknown,,,,Unknowns spoiled with paint and drawn a symbol of swastika on the monument of Vladimir Lenin.,Cherkasy,Chornobay,anti-Communism,,,,0,0,0,Y,0,0,0,,,,,,
CK 45,22-Apr-2010,Thu,rally,citizens,cheated investors of credit unions,law-enforcement,Cherkasy Oblast prosecutor,Cheated investors of credit unions demand to punish perpetrators,Cherkasy,Cherkasy,fraud,,,101,0,0,0,N,,0,0,,,,,,
CK 46,22-Apr-2010,Thu,obstruction,citizens,cheated investors of credit unions,law-enforcement,Cherkasy Oblast prosecutor,Cheated investors of credit unions obstructed the street with the demand to punish perpetrators,Cherkasy,Cherkasy,fraud,,,101,0,0,0,N,,0,0,,,,,,
CK 47,22-Apr-2010,Thu,ultimatum,citizens,cheated investors of credit unions,law-enforcement,Cherkasy Oblast prosecutor,Cheated investors of credit unions threatened to begin the vigil or tent camp until the prosecutor didn't start the campaign in order to punish perpetrators,Cherkasy,Cherkasy,fraud,,,101,0,0,0,N,,0,0,,,,,,
CK 48,22-Apr-2010,Thu,rally,citizens,cheated investors of credit unions,local authorities,Cherkassy regional state administrations,Cheated investors of credit unions demand to punish perpetrators,Cherkasy,Cherkasy,fraud,,,101,0,0,0,N,,0,0,,,,,,
CK 49,22-Apr-2010,Thu,offer,local authorities,deputy of Cherkasy oblast governor,citizens,cheated investors of credit unions,During meeting with a  representative of cheated investors of credit unions deputy of Cherkasy oblast governor promised to create a special commission for these criminal cases and to keep them under control,Cherkasy,Cherkasy,fraud,,,1,0,0,0,N,,0,0,,,,,,
CK 5,26-Oct-2009,Mon,vandalism,party,activists of Svoboda organization,,,"activists of Svoboda pasted the monument to Soviet heroes with posters  ""Pokrova is over holiday. Bandera is our hero""",Cherkasy,Cherkasy,anti-Communism,,,,0,0,0,Y,0,0,0,,,,,,
CK 50,22-Apr-2010,Thu,symbolic,party,"CPU, SPU",,,Protesters symbolically renamed Soborna square painting its old name - Lenin's square,Cherkasy,Cherkasy,anti-Communism,,,,0,0,0,Y,,0,0,,,,,,
CK 51,30-May-2010,Sun,symbolic,party,UNP,"government, party","President of Ukraine Viktor Yanukovych, Party of Regions",As a protest against the absence of local elections (which means the violation of the Constitution of Ukraine) protesters made an improvised local elections with secret ballot.,Cherkasy,Cherkasy,civic liberties,,,,0,0,0,N,,0,0,,,,,,
CK 52,10-Jun-2010,Thu,rally,students,school graduates,government,Minister for education D.Tabachnyk,School-leavers protested against the mismatch between the English exam and English language school program. On the opinion  of the protesters the English exam was too difficult. ,Cherkasy,Cherkasy,education,,,49,0,0,0,N,,0,0,,,,,,
CK 53,14-Jun-2010,Mon,symbolic,NGO,"Democratic Alliance (""Демократичний Альянс"")",government,,"Protesters showed words ""No"" and ""Yes"" protesting against bill project #2450, which is considered to narrow freedom of assembly in Ukraine.",Cherkasy,Cherkasy,civic liberties,,,19,0,0,0,N,,0,0,,,,,,
CK 54,17-Jun-2010,Thu,symbolic,NGO,"Democratic Alliance (""Демократичний Альянс""), ""Resistance"" (""Опора"")",government,,"As a protest against the violation of the Constitutions of Ukraine by the government activists launched on baloons a box with the inscription ""The Constitution (Ukrainian folk tales)""",Cherkasy,Cherkasy,civic liberties,,,,0,0,0,N,,0,0,,,,,,
CK 55,16-Jun-2010,Wed,symbolic,NGO,"Democratic Alliance (""Демократичний Альянс"")","government, local authorities",Cherkassy Regional State Administration,"As a protest against the oppression of civic liberties activists held an symbolic action, while which they presented the book by Taras Shevchenko ""Haidamaks"" to the Head of Regional State Administration.",Cherkasy,Cherkasy,civic liberties,,,,0,0,0,N,,0,0,,,,,,
CK 56,21-Jun-2010,Mon,rally,"small business, NGO, trade union","NGO ""Action"" (""Дія""), ""Active people of Cherkassy Region"" (""Актив Черкащини""), ""Welfare"" (""Добробут""), ""Cherkasy city union of entrepreneurs and trade workers"" (""Черкаська міська профспілка підприємців і працівників торгівлі"")", local authorities,Cherkassy Regional State Administration,"Protesters demanded from local authorities to stop violating the constitutional rights of small business,  hold at least one meeting of the working group on market trade, and to remove the police from the conflict between the local authorities and small business.",Cherkasy,Cherkasy,small business rights,,,49,0,0,0,N,,0,0,,,,,,
CK 57,25-Jun-2010,Fri,symbolic,NGO,"Democratic Alliance (""Демократичний Альянс""), ""Resistance"" (""Опора""), Center for Human Rights ""Freedom""",state forces,police,"As a protest against torture by police activists installed a symbolic monument with the inscription ""For victims of Ukrainian police"" in front of police office.",Cherkasy,Cherkasy,police abuse,,,,0,0,0,N,,0,0,,,,,,
CK 58,25-Jun-2010,Fri,preclude,state forces,police,NGO,"Democratic Alliance (""Демократичний Альянс""), ""Resistance"" (""Опора""), Center for Human Rights ""Freedom""","Police prohibited to install thesymbolic monument with the inscription ""For victims of Ukrainian police"" in front of police office.",Cherkasy,Cherkasy,police abuse,,,,0,0,0,N,,0,0,,,,,,
CK 59,30-Jun-2010,Wed,rally,"small business, trade union","Active people of Cherkassy Region (""Актив Черкащини""), ""Solidarity""",government,"President of Ukraine Victor Yanukovych, Prime minister of Ukraine, Verkhovna Rada","The rally protested against the draft of the new Tax Code. During the rally protesters burnt the draft of that Tax Code. People demanded from government to withdraw the draft of the Tax Code of Parliament, put it on the public discussions involving experts and scientists, to prevent the expansion of the tax office administration, avoid raising penalties.",Cherkasy,Cherkasy,taxes,,,249,0,0,0,N,,0,0,,,,,,
CK 6,27-Nov-2009,Fri,rally,party,CPU of Cherkasy,local authorities,,Communists of Cherkasy gathered on the central square of Cherkasy demanding restoration of the Lenin monument that was demolished one year ago,Cherkasy,Cherkasy,anti-Communism,27-Nov-2008,,101,0,0,0,N,,0,0,,,,,,
CK 60,15-Jul-2010,Thu,march,"citizens, NGO","NGO ""Protecting Children of War"" (ГО ""Захист дітей війни"")",religious institution,Holy Trinity Cathedral,"Protesters demanded from authority to sink a pension debt since 2006, restore the right of free passage in all of the modes of transport within the region. During the march prostesters wanted to receive blessing from Holy Trinity Cathedral to continue their struggle for social payments.",Cherkasy,Cherkasy,social payments,,,31,0,0,0,N,,0,0,,,,,,
CK 61,15-Jul-2010,Thu,rally,"NGO, citizens","NGO ""Enough to cheat us!""",law-enforcement,public prosecutor's office,"Protesters demanded from public prosecutor's office to look into the criminal case of the chairman of the NGO ""Enough to cheat us!"". Protesters believe, that the actions of law enforcement in this case are unjust.",Cherkasy,Cherkasy,fraud,,,31,0,0,0,N,,0,0,,,,,,
CK 62,15-Jul-2010,Thu,rally,"trade union, small business","trade union ""Solidarity""",government,"President, Parliament",Cherkasy businessmen protested against the implementation of additional insurance fee.,Cherkasy,Cherkasy,taxes,,,301,0,0,0,N,,0,0,,,,,,
CK 63,12-Jul-2010,Mon,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,13-Jul-2010,Tue,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,14-Jul-2010,Wed,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,15-Jul-2010,Thu,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,16-Jul-2010,Fri,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,17-Jul-2010,Sat,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,18-Jul-2010,Sun,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,19-Jul-2010,Mon,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 63,20-Jul-2010,Tue,rally,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,People wanted to restore their right for market stalls.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,301,0,0,0,N,,0,0,,,,,,
CK 64,21-Jul-2010,Wed,negotiation,"trade union, small business","small business, NGO ""Cherkasy city trade union of entrepreneurs and workers""",local authorities,Regional State Administration,During the negotiations local authority suggested new market stalls for small business.,Cherkasy,Cherkasy,small business rights,12-Jul-2010,,,0,0,0,N,,0,0,,,,,,
CK 65,2-Aug-2010,Mon,bomb,unknown,unknown caller,party,"Regional office of the party ""Motherland"" (Батьківщина)","There was a message about a bomb in  office of the party ""Motherland"", but after examination of the building no bomb was found.",Cherkasy,Cherkasy,anti-Tymoshenko,,,1,0,0,0,N,,0,0,,,,,,
CK 66,18-Aug-2010,Wed,arson,unknown,the unknown,ethnic minority,Jews,Unknown person arsoned the car of a Jew.,Cherkasy,Uman,antisemitism,,,,0,0,0,Y,0,0,0,,,,,,
CK 67,24-Aug-2010,Tue,arson,unknown,the unknown,party,office of CPU,Unknown person arsoned the office of CPU.,Cherkasy,Lysyanka,anti-CPU,,,,0,0,0,Y,0,0,0,,,,,,
CK 68,24-Aug-2010,Tue,vandalism,unknown,the unknown,,,"Unknown persons wrote on the Lenin monument a word ""torturer""",Cherkasy,Lysyanka,anti-Communism,,,,0,0,0,Y,0,0,0,,,,,,
CK 69,3-Sep-2010,Fri,picket,"party, citizens, NGO, pensioners, rightists","UNP, Svoboda",local authorities,,People protested against rising prices for food and paying for the gas.,Cherkasy,Cherkasy,welfare,,,31,0,0,0,N,,0,0,,,,,,
CK 7,27-Nov-2009,Fri,picket,party,CPU of Cherkasy,local authorities,Executive Council,Communists of Cherkasy picketed the Executive Council of Cherkasy demanding restoration of the Lenin monument that was demolished one year ago,Cherkasy,Cherkasy,anti-Communism,27-Nov-2008,,101,0,0,0,N,,0,0,,,,,,
CK 70,4-Sep-2010,Sat,march,"party, rightists",Svoboda,"ethnic minority, local authority","Hasids, City Council",Activists demanded to limit the level of everyday freedom of Hasids and to detail it within the law,Cherkasy,Uman,antisemitism,,,31,0,0,0,N,,0,0,,,,,,
CK 71,10-Sep-2010,Fri,riot,ethnic minority,Hasids,"citizens, state forces",,Hasids started the fight after the the request of ordinary man to be more quiet and after the following attempt to call the police. During the fight hasids threw stones at police and cars. ,Cherkasy,Cherkasy,antisemitism,18-Aug-2010,,,0,2,0,Y,,0,0,,,,,,
CK 72,10-Sep-2010,Fri,intervention,state forces ,"police, Berkut",ethnic minority,Hasids,Police intervented in the fight between hasids and Uman citizens.,Cherkasy,Uman,antisemitism,18-Aug-2010,,,,0,0,N,,0,0,,,,,,
