ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
DN12011601,16.01.12,approximate,16.01.12,Mon,negative response,interrogation,state forces,,,police,,,teachers,trade union,,,"Tutors of Donetsk National University are being harassed and interrogated by police, because they wrote some letter to minister Tabachnyk asking to dismiss their rector Egorov.",DN11122103,Donetsk,Donetsk,,anti-Egorov,,,,0,0,0,N,,0,0,N
DN12011602,16.01.12,1,16.01.12,Mon,protest,picket,small business,,,central market,local authorities,local authorities,,,,city council,Market entrepreneurs wanted smaller taxes.,,Donetsk,Slovyansk,,taxes,,,99,0,0,0,N,,0,0,N
DN12011603,16.01.12,1,16.01.12,Mon,protest,graffiti,unknown,,,,,government,,,,Yanukovych,Yanukovych paint shot. Dubious here.,paint Yanuk,Donetsk,Slovyansk,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,Y
KR12011601,16.01.12,1,16.01.12,Mon,protest,symbolic,art institution,,,theatre of M.Krapivnytsky collective,local authorities,local authorities,,,,,Actors protest against appointment of another director.,Krapivnytski theatre,Kirovograd,Kirovograd,,pro-boss,raiders,,,0,0,0,N,,0,0,N
LG12011601,16.01.12,1,16.01.12,Mon,protest,graffiti,unknown,,,,,government,,,,V. Yanukovych,Unknown people painted a billboard with New Year greetings from Yanukovych. Painting was so postmodern that everybody considered it to be spoiled,,Luhansk,Sieverodonetsk,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
OD12011601,16.01.12,approximate,16.01.12,Mon,protest,graffiti,unknown,,,,,government,,,,Yanukovych,Yanukovych paint shot.,paint Yanuk,Odesa,Odesa,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
PL12011601,16.01.12,1,16.01.12,Mon,protest,picket,,party,rightists,Svoboda,local authorities,local authorities,,,,,Svoboda picketed local authorities against public utilities tarrifs increase.,,Poltava,Poltava,,public utilities,anti-local authorities,,31,0,0,0,N,,0,0,N
PL12011602,16.01.12,1,16.01.12,Mon,protest,picket,small business,,,,local authorities,local authorities,,,,,Small business also picketed city council session for smaller taxes.,,Poltava,Poltava,,taxes,,,,0,0,0,N,,0,0,N
RV12011601,16.01.12,1,16.01.12,Mon,protest,graffiti,unknown,,,,,government,,,,President Yanukovych,Unknowns spoiled a billboard with Yanukovych portrait.,,Rivne,Dubno,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
CK12011701,17.01.12,1,17.01.12,Tue,protest,rally,citizens,,,mothers with small children,local authorities,local authorities,,,,,Mothers do not want children clinics #2 reformed. They rallied in front of the clinics.,CK12011701,Cherkasy,Cherkasy,,public health,insufficient financing,,101,0,0,0,N,,0,0,N
DP12011701,17.01.12,1,17.01.12,Tue,protest,rally,citizens,,,,,local authorities,,,,,Citizens protested against hospital closure.,,Dnipropetrovsk,Dnipropetrovsk,,public health,,,,0,0,0,N,,0,0,N
KH12011701,17.01.12,1,17.01.12,Tue,protest,symbolic,,party,,Young Regions,,politician,,,,"Yu.Tymoshenko, leader of BYT","Activists of Young Regions held a performance 'A Tale About Golden Gas for Ukrainian People' concerning the so called Gas Treaties of tymoshenko, which were signed three years ago.",,Kharkiv,Kharkiv,,anti-Tymoshenko,,,11,0,0,0,N,,0,0,N
KIEV12011701,17.01.12,1,17.01.12,Tue,protest,vandalism,unknown,,,,,,,,,,Unknowns destroyed two memorial plates of marshal Zhukov.,,Kyiv,Kyiv,,anti-Communism,WW2,,,0,0,0,Y,0,0,0,N
KIEV12011702,17.01.12,1,17.01.12,Tue,protest,picket,neighborhood,party,rightists,Svoboda,local authorities,local authorities,,,,Kyiv city state administration,Activists demanded to stop destroying green zones in the city and protested against raiders.,,Kyiv,Kyiv,,development projects,raiders,environment,99,0,0,0,N,,0,0,N
KS12011701,17.01.12,1,17.01.12,Tue,protest,graffiti,unknown,,,,,government,,,,Yanukovych,Yanukovych bigboard black-eyed.,paint Yanuk,Kherson,Kherson,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
LG12011701,17.01.12,1,17.01.12,Tue,protest,picket,,NGO,,"Luhantsi, People Front of Luhansk",local authorities,local authorities,,,,"Kravchenko, mayor of Luhansk","Two organizations joined the picket of city council, protesting against the eventual death of young student, S.Zuykova under the wheels of car, driven by a drunk driver. At the same time friends and relatives of young woman, who organized the protest first, refused to take part in it later for fear of the 'politicization' of a problem",,Luhansk,Luhansk,,traffic regulation,,,,0,0,0,N,,0,0,N
LVIV12011701,17.01.12,1,17.01.12,Tue,protest,picket,,initiative group,rightists,Authonomous resistance,local authorities,local authorities,,,,Lviv city council,Activists protested against changes in city transportation scheme.,,Lviv,Lviv,,public transportation,,,301,0,0,0,N,,0,0,N
RV12011701,17.01.12,1,17.01.12,Tue,protest,graffiti,unknown,,,,,government,,,,President Yanukovych,Unknowns spoiled a billboard with Yanukovych portrait.,,Rivne,Zdolbuniv,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
ZP12011701,17.01.12,1,17.01.12,Tue,protest,picket,,party,rightists,Svoboda,,politician,,,,VR deputies who presented anti-UPA book,Svoboda picketed presentation of anti-UPA book.,,Zaporizhzhya,Zaporizhzhya,,OUN-UPA,,,21,0,0,0,N,,0,0,N
ZP12011702,17.01.12,1,17.01.12,Tue,protest,picket,Chernobyl,,,liquidators and affected population,trade union,government,,,,,The unusual thing about this Chernobyl protest is that they rallied in front of regional committee of trade unions office. So they must have addressed it to help make their concerns heard in the government.,Chernobyl,Zaporizhzhya,Zaporizhzhya,,social payments,,,,0,0,0,N,,0,0,N
ZT12011701,17.01.12,1,17.01.12,Tue,protest,blockade,neighborhood,party,rightists,Svoboda,,company,,,,Inhabitants of Kyivska st.,Neighborhood tried to block road protesting against rebuilding of the house by office owners.,,Zhytomyr,Zhytomyr,,development projects,,,14,0,0,0,N,21,0,0,N
ZT12011702,17.01.12,1,17.01.12,Tue,negative response,preempt,state forces,,,police,,,neighborhood,,,,Police prevented protesting neighborhood from blocking the road,,Zhytomyr,Zhytomyr,,development projects,,,,0,0,0,N,21,0,0,N
ZT12011703,17.01.12,1,17.01.12,Tue,negative response,arrest,state forces,,,police,,,,party,rightists,Svoboda,Police attempted to arrest the deputy head of Zhytomyr regional organization of Svoboda but protesters did not allow it.,,Zhytomyr,Zhytomyr,,development projects,,,,0,0,0,N,21,0,0,N
CN12011801,18.01.12,1,18.01.12,Wed,protest,rally,,party,leftists,CPU,,,,,,,CPU remembered Pereyaslav act of unity with Russia and advocated customs union project.,CPU Pereyaslav 21,Chernihiv,Chernihiv,,Russian nationalism,,,19,0,0,0,N,,0,0,N
CN12011802,18.01.12,1,18.01.12,Wed,protest,confrontation,,party,leftists,CPU,,,citizens,,,,News claims there was some confrontation with by-passing citizens.,CPU Pereyaslav 21,Chernihiv,Chernihiv,,Russian nationalism,,,,0,0,0,N,,0,0,Y
CRIMEA12011801,18.01.12,1,18.01.12,Wed,protest,picket,company,,,TES,court,local authorities,,,,Simpheropol Central district court,Employees protested against criminal prosecution of their bosses Gennadiy and Serhiy Beym.,,Crimea,Simferopol,,pro-boss,corruption,,9,0,0,0,N,,0,0,N
CRIMEA12011802,18.01.12,1,18.01.12,Wed,protest,rally,foreign citizens,"party, initiative group",Russian nationalists,"Crimean Russian community, Russian Unity party, cossacks organizations, Russian embassy",government,,,,,,"Activists celebrated anniversary of Ukrainian and Russian alliance, and demanded joining Custom alliance and Eurasian alliance with Russia, Belarus and Kazakhstan.",,Crimea,Simferopol,,Russian nationalism,,,,0,0,0,N,,0,0,N
CRIMEA12011803,18.01.12,1,18.01.12,Wed,protest,picket,,NGO,,Bogdan Khmelnytsky union,court,court,,,,Kerch town court,Himan rights activists protested against violating civic liberties.,,Crimea,Kerch,,civic liberties,,,,0,0,0,N,,0,0,N
DN12011801,18.01.12,1,18.01.12,Wed,protest,rally,,party,leftists,CPU,,"government, local authorities",,,,,CPU claim to have rallied in several towns of the region against neoliberal reforms and against public health and public transportation privatizations.,DN12011801,Donetsk,Drugkovka,,public health,public transportation,,,0,0,0,N,,0,0,N
DN12011802,18.01.12,1,18.01.12,Wed,protest,rally,,party,leftists,CPU,,"government, local authorities",,,,,CPU claim to have rallied in several towns of the region against neoliberal reforms and against public health and public transportation privatization.,DN12011801,Donetsk,Mariupol,,public health,public transportation,anti-government,201,0,0,0,N,,0,0,N
DN12011803,18.01.12,1,18.01.12,Wed,protest,rally,,party,leftists,CPU,,"government, local authorities",,,,,CPU claim to have rallied in several towns of the region against neoliberal reforms and against public health and public transportation privatization.,DN12011801,Donetsk,Horlivka,,public health,public transportation,OUN-UPA,,0,0,0,N,,0,0,N
DN12011804,18.01.12,1,18.01.12,Wed,protest,rally,,party,leftists,CPU,,"government, local authorities",,,,,CPU claim to have rallied in several towns of the region against neoliberal reforms and against public health and public transportation privatization.,DN12011801,Donetsk,Shakhtarsk,,public health,public transportation,,,0,0,0,N,,0,0,N
DP12011801,18.01.12,1,18.01.12,Wed,protest,graffiti,unknown,,,,,government,,,,President Yanukovych,Unknowns spoiled a billboard with Yanukovych portrait.,,Dnipropetrovsk,Dnipropetrovsk,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
IF12011801,18.01.12,1,18.01.12,Wed,protest,break in,neighborhood,,,,local authorities,local authorities,,,,Ivano-Frankivsk region state administration,"Inhabitants of Zagvizdya village broke in the state administrration, demanding meeting with governor and solving land conflict between the village and the Ivano-Frankivsk city.",,Ivano-Frankivsk,Ivano-Frankivsk,,land,,,49,0,0,0,N,,0,0,N
KH12011801,18.01.12,1,18.01.12,Wed,protest,picket,Chernobyl,NGO,,Chornobyl Union of Ukraine,local authorities,"local authorities, government",,,,Pension Fund,Chonobyl veterans picketed Pension Fund. They protest against new wave of inspections (this time authorities launched a campaign of checking if Chernobyl veterans are really disabled),,Kharkiv,Kharkiv,,social payments,,,99,0,0,0,N,,0,0,N
KH12011802,18.01.12,1,18.01.12,Wed,protest,rally,,NGO,,Prorvemsia,law-enforcement,"law-enforcement, government",,,,Kachanivska penal colony for women,Near the walls of Kachanivska penal colony for women activists declared a campaign of protest against the repressive policies of the authorities,,Kharkiv,Kharkiv,,police abuse,pro-Tymoshenko,,,0,0,0,N,,0,0,N
KIEV12011801,18.01.12,1,18.01.12,Wed,protest,break in,,NGO,,FEMEN,foreign country,foreign country,,,,India,From the balcony on Indian embassy activists protested against migration policy of India and prostitution.,,Kyiv,Kyiv,,women's rights,emigration,,4,0,0,0,N,,0,0,N
KIEV12011802,18.01.12,1,18.01.12,Wed,negative response,arrest,state forces,,,police,,,,NGO,,FEMEN,Police arrested activists.,,Kyiv,Kyiv,,women's rights,emigration,,,4,0,0,N,,0,0,N
KIEV12011803,18.01.12,1,18.01.12,Wed,protest,picket,disabled,initiative group,,Ukrainian diabetic union,government,"court, company, government",,,,President's Administration,"Citizens demanded to return plant ""Indar"" to state proterty.",,Kyiv,Kyiv,,public health,,,101,0,0,0,N,,0,0,N
LUTSK12011801,18.01.12,2,17.02.12,Wed,protest,hunger strike,foreign citizens,,,Somalia migrants,law-enforcement,law-enforcement,,,,,Migrants kept in shelter demanded legal status in Ukraine.,,Lutsk,Zhuravychi village,,immigration,,,31,0,0,0,N,,0,0,N
MK12011801,18.01.12,1,18.01.12,Wed,protest,picket,citizens,,,,court,court,,,,Mykolaiv appeal court,People protested against being banished from dormitories.,,Mykolaiv,Mykolaiv,,housing rights,,,15,0,0,0,N,,0,0,N
ZP12011801,18.01.12,1,18.01.12,Wed,protest,rally,,"party, NGO","leftists, Russian nationalists","CPU, Slavic Guards, Cossacks",,,,,,,CPU remembered Pereyaslav act of unity with Russia and advocated customs union project.,CPU Pereyaslav 21,Zaporizhzhya,Zaporizhzhya,,Russian nationalism,,,,0,0,0,N,,0,0,N
CRIMEA12011901,19.01.12,1,19.01.12,Thu,protest,graffiti,unknown,,,,,government,,,,President Yanukovych,Unknowns spoiled a billboard with Yanukovych portrait.,,Crimea,Simferopol,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
CRIMEA12011902,19.01.12,1,19.01.12,Thu,protest,beating,,,rightists,,,,students,,leftists,,Neonazi attacked people returning from antifaschist cinema show.,,Crimea,Sevastopol,,neofascism,,,9,0,4,0,N,0,0,0,N
CRIMEA12011903,19.01.12,1,19.01.12,Thu,protest,beating,,,rightists,,,,students,,leftists,,Neonazi attacked people returning from antifaschist cinema show.,,Crimea,Simferopol,,neofascism,,,29,0,4,0,N,,0,0,N
CRIMEA12011904,19.01.12,1,19.01.12,Thu,protest,symbolic,,party,rightists,Svoboda,foreign country,foreign country,,,,Russia,"Activists protested against Russian military base in Sevastopol, one of them bathed in the sea.",,Crimea,Sevastopol,,Black sea fleet,,,5,0,0,0,N,,0,0,N
KIEV12011901,19.01.12,1,19.01.12,Thu,protest,attack,,party,rightists,Svoboda,,,,,leftists,,Before the antifascist march some of the participants were attacked by far right.,,Kyiv,Kyiv,,neofascism,,,31,0,3,0,N,0,0,0,N
KIEV12011902,19.01.12,1,19.01.12,Thu,protest,demonstration/march,,,leftists,,,,,,,,Activists made a march commemorating two murdered antifascists Stanislav Markelov and Anastasia Baburova.,,Kyiv,Kyiv,,neofascism,,,199,0,0,0,N,,0,0,N
LG12011901,19.01.12,1,19.01.12,Thu ,protest,picket,,NGO,,FEMEN,court,politician,,,,"Leninsky regional court, R. Landyk","Activists of Femen picketed Leninsky regional court, protesting against the release of R.Landyk, infamous blondes-smasher and son of the deputy, and demanding more strict punishment for him",,Luhansk,Luhansk,,women's rights,anti-Landyk,,5,0,0,0,N,,0,0,N
LG12011902,19.01.12,1,19.01.12,Thu ,protest,picket,citizens,,,,,,,NGO,,FEMEN,Pro-Landyk female puritans protested against coming of Femen 'prostitutes' to Luhansk.,,Luhansk,Luhansk,,anti-women's rights,pro-Landyk,,,0,0,0,N,,0,0,N
LG12011903,19.01.12,1,19.01.12,Thu ,protest,beating,citizens,,,,,,,NGO,,FEMEN,"Naked bubs make some people raging. And jealous. When one of Femen activist slipped and fell down, a pro-Landyk woman approached and began beating her, yelling 'Prostitutes should be imprisoned!'",,Luhansk,Luhansk,,anti-women's rights,pro-Landyk,,1,0,0,0,N,,0,0,N
LG12011904,19.01.12,1,19.01.12,Thu ,protest,break in,,NGO,,FEMEN,court,politician,,,,"Leninsky regional court, R. Landyk","Femen tried to enter the building of the court, but were stopped by police",,Luhansk,Luhansk,,women's rights,anti-Landyk,,5,0,0,0,N,,0,0,N
LG12011905,19.01.12,1,19.01.12,Thu ,negative response,arrest,state forces,,,police,,,,NGO,,FEMEN,Police detained activists of Femen after the protest,,Luhansk,Luhansk,,women's rights,anti-Landyk,,,5,0,0,N,,0,0,N
LUTSK12011901,19.01.12,1,19.01.12,Thu,negative response,arrest,state forces,,,police,,,citizens,,,,Police detained and fined a 73-year old painter who spoiled a billboard of Yanukovych.,,Lutsk,Kovel,,anti-Yanukovych,,,,1,0,0,N,,0,0,N
LVIV12011901,19.01.12,1,19.01.12,Thu,positive response,accede,local authorities,,,Lviv city state administration,,,,initiative group,rightists,Autonomous resistance,Local authorities made some changes to new transportation scheme.,,Lviv,Lviv,,public transportation,,,,0,0,0,N,0,0,0,N
PL12011901,19.01.12,1,19.01.12,Thu,protest,graffiti,unknown,,,,,government,,,,Yanukovych,Yanukovych paint shot.,paint Yanuk,Poltava,Kremenchuk,,anti-Yanukovych,,,,0,0,0,Y,0,0,0,N
CRIMEA12012001,20.01.12,1,20.01.12,Fri,protest,symbolic,,"party, NGO, trade union","leftists, Russian nationalists","PSPU, Proryv, Kiev Rus, Eurasian people's union, All-Ukrainian Union of Russian Compatriots, Confederation of labor of Ukraine, Gift of Life, Sobor of orthodox women",foreign country,government,,,,"Russian government, Ukrainian government",At the day of anniversary of Crimean authonomy citizens reminded central government about its competence.,,Crimea,Simferopol,,Russian nationalism,,,99,0,0,0,N,,0,0,N
CRIMEA12012002,20.01.12,1,20.01.12,Fri,protest,rally,,party,leftists,CPU,local authorities,,,,,Crimean authorities,Communists demanded deeper cooperation with Russia and protested against prices increases and decrease of life quality.,,Crimea,Simferopol,,Russian nationalism,price increase,public utilities,99,0,0,0,N,,0,0,N
DN12012001,20.01.12,1,20.01.12,Fri,protest,traumatization,prisoners,,,Gorlivka colony #27,,law-enforcement,,,,,11 prisoners cut their veins to protest against general search that is performed now after a recent knife attack at colony administration.,,Donetsk,Horlivka,,police abuse,,,11,0,0,0,N,,0,0,N
DN12012002,20.01.12,2,,Fri,protest,rally,state enterprise,,,house of children (musical and extra-curriculum activities centre),local authorities,,,,,,House of children employees regularly rally in front of it against closure because of lack of financing.,,Donetsk,Artemivsk,,company closure,,,,0,0,0,N,,0,0,N
KIEV12012001,20.01.12,1,20.01.12,Fri,negative response,criminal case,state forces,,,police,,,,party,rightists,Svoboda,"Police started criminal case against Svoboda member Eduard Igolnikov, who participated in clash at Verkhovna Rada on November 3, 2011.",,Kyiv,Kyiv,,social payments,,,,0,0,0,N,0,0,0,N
KIEV12012002,20.01.12,1,20.01.12,Fri,negative response,criminal case,state forces,,,police,,,,party,,BYT,Police started criminal case against BYT members Pavlo Onyskovich and Andriy Pavlovsky who supported Yulia Tymoshenko with laser show at New Year night.,,Kyiv,Kyiv,,pro-Tymoshenko,,,,0,0,0,N,0,0,0,N
KR12012001,20.01.12,1,20.01.12,Fri,protest,picket,small business,,,,local authorities,local authorities,,,,executive committee of city council,Small business wanted to picket authorities against renting the market and illegal fees for public utilities,KR12012001,Kirovograd,Oleksandria,,public utilities,privatization,small business rights,,0,0,0,N,,0,0,N
