,ID,Event start date,One day?,Event end date,Day of the week,x,y,month,Location String,coordinates,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
62,CK13071101,2013-07-11,1,2013-07-11,Thu,30.2203052,48.7497621,55,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,picket,neighborhood,"initiative group, party, NGO",,"Spilna Sprava (Common Cause), inhabitants of Vradiivka, Liga of consolidation of civil society, cossac organization ""Cossac palanka"", inhabitants of Vradiivka, UDAR, Uman activists",law-enforcement,law-enforcement,,,,police,Protesters supported Vradiivka victim and demanded justice in the police system.,Vradiivka rape,,Cherkasy,Uman,10:30:00,officials' illegal actions,police abuse,anti-Zaharchenko,,125.0,0.0,0.0,0,N,,0.0,0,N
63,CK13071102,2013-07-11,2,2013-07-15,Thu,32.0587805,49.4447888,55,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,hunger strike,neighborhood,,,2 people from dormitory on Gorkogo Street,local authorities,company,,,,"Regional state administration, dormitory owner",dormitory owner wanted to repair it but had not given people temporal housing and switched off gas in the dormitory. two women announced hunger strike,,,Cherkasy,Cherkasy,,housing rights,public utilities,,,2.0,0.0,0.0,0,N,,0.0,0,N
64,CK13071103,2013-07-11,1,2013-07-11,Thu,31.4610802,49.7551031,55,"Cherkasy, Kaniv",POINT (31.4610802 49.7551031),protest,picket,politician,party,rightists,Svoboda,local authorities,"local authorities, law-enforcement",,,,city council,"people protested, because head of local Svoboda Gamalij was in danger of deprivation of deputy status in relation to corruption. they consider this as political repression",,,Cherkasy,Kaniv,,corruption,officials' illegal actions,pro-Svoboda,,49.0,0.0,0.0,0,N,,0.0,0,N
65,CK13071201,2013-07-12,1,2013-07-12,Fri,29.805755233409442,49.02670645,55,"Cherkasy, Monastyryshche",POINT (29.80575523340944 49.02670645),protest,rally,neighborhood,"initiative group, party, NGO",,"Spilna Sprava (Common Cause), inhabitants of Vradiivka, Liga of consolidation of civil society, cossac organization ""Cossac palanka"", inhabitants of Vradiivka, UDAR",law-enforcement,law-enforcement,,,,district police office,people continued Vradiivka protest,Vradiivka rape,,Cherkasy,Monastyryshche,,civic liberties,officials' illegal actions,police abuse,,,0.0,0.0,0,N,,0.0,0,N
66,CK13071301,2013-07-13,1,2013-07-13,Sat,31.8829216,49.2336897,55,"Cherkasy, Smila",POINT (31.8829216 49.2336897),protest,blockade,"parents, law-enforcement",,,policemen of Smila and their relatives,law-enforcement,law-enforcement,,,,prosecutor's office,"Policemen blocked the road, demanding justice in the investigation of the case on their colleague's murder and to fire head of their department",,,Cherkasy,Smila,,anti-boss,officials' illegal actions,,,51.0,0.0,0.0,0,N,,0.0,0,N
67,CK13071302,2013-07-13,1,2013-07-13,Sat,30.1066179,49.2478012,55,"Cherkasy, Zhashkiv",POINT (30.1066179 49.2478012),protest,resign,law-enforcement,,,local policeman,,law-enforcement,,,,police,policeman resigned in protest - because he was forced to watch for Vradiivka protesters march on Kyiv. police denied this - but not the fact - only that his resignation did not have juridical power,Vradiivka rape,,Cherkasy,Zhashkiv,,civic liberties,officials' illegal actions,police abuse,,1.0,0.0,0.0,0,N,0.0,0.0,0,N
68,CK13071501,2013-07-15,approximate,2013-07-15,Mon,31.952646,49.301346,55,"Cherkasy, Khatsky village",POINT (31.952646 49.301346),protest,blockade,neighborhood,,,local people,"local authorities, law-enforcement","local authorities, company",,,,"village council, truck owners, road police","people blocked road with chain, protesting against trucks, which damaged road, houses, and demanding to repair road",,,Cherkasy,Khatsky village,,public utilities,traffic regulation,,,,0.0,0.0,0,N,,0.0,0,N
70,CK13072401,2013-07-24,1,2013-07-24,Wed,32.0587805,49.4447888,55,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,rally,neighborhood,,,inhabitants of Dahnivka district,local authorities,local authorities,,,,Cherkasy local authorities,"Locals expressed their protest against construction works at the river bank. among other reasons, it may damage their access to public utilities",,,Cherkasy,Cherkasy,,public utilities,development projects,,,51.0,0.0,0.0,0,N,,0.0,0,N
71,CK13072901,2013-07-29,1,2013-07-29,Mon,30.2203052,48.7497621,55,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,picket,parents,,,parents of Uman,communal enterprise,communal enterprise,,,,Uman maternity hospital,Locals demanded reattestation of doctors and impeachment of main doctor of local maternity hospital because of infant death,CK13072901,,Cherkasy,Uman,09:30:00,public health,officials' illegal actions,,,101.0,0.0,0.0,0,N,,0.0,0,N
72,CK13072902,2013-07-29,1,2013-07-29,Mon,32.0587805,49.4447888,55,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,rally,neighborhood,,,inhabitants of Shevchenka blvd.,company,company,,,,owner of a small shop,Locals protested against construction of a small shop near their houses.,,,Cherkasy,Cherkasy,,development projects,,,,31.0,0.0,0.0,0,N,,0.0,0,N
73,CK13072903,2013-07-29,1,2013-07-29,Mon,30.2203052,48.7497621,55,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,picket,parents,,,parents of Uman,law-enforcement,communal enterprise,,,,"Uman maternity hospital, prosecution",Locals demanded reattestation of doctors and impeachment of main doctor of local maternity hospital because of infant death. they picketed prosecution,CK13072901,,Cherkasy,Uman,,public health,officials' illegal actions,,,101.0,0.0,0.0,0,N,,0.0,0,N
74,CK13080101,2013-08-01,1,2013-08-01,Thu,32.0587805,49.4447888,56,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,rally,neighborhood,,,inhabitants of Lunacharskyi microdistrict,"company, government",company,,,,"President, Prime-minister, deputies, Cherkasygaz (gas supplier)",Locals disagreed with cutting down of hot water supply.,,,Cherkasy,Cherkasy,,public utilities,,,,99.0,0.0,0.0,0,N,,0.0,0,N
75,CK13080701,2013-08-07,1,2013-08-07,Wed,32.0587805,49.4447888,56,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,rally,neighborhood,,,inhabitants of Dahnivka district of the city,company,company,,,,construction company,Locals protested against construction on a playground.,,,Cherkasy,Cherkasy,,development projects,,,,,0.0,0.0,0,N,,0.0,0,N
76,CK13080901,2013-08-09,1,2013-08-09,Fri,30.2203052,48.7497621,56,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,picket,neighborhood,"party, NGO",rightists,"Svoboda, Sokil, inhabitans of Shchorsa street","ethnic minority, religious institution","ethnic minority, religious institution",,,,Jewish owner of construction site,Locals protested against construction of synagogue in their neighborhood.,CK13080901,,Cherkasy,Uman,,development projects,,,,,0.0,0.0,0,N,,0.0,0,N
77,CK13080902,2013-08-09,1,2013-08-09,Fri,30.2203052,48.7497621,56,"Cherkasy, Uman",POINT (30.2203052 48.7497621),negative response,harass,"ethnic minority, religious institution",,,Jewish owner of construction site,,,neighborhood,"party, NGO",rightists,"Svoboda, Sokil, inhabitans of Shchorsa street",owner of the construction site harassed protesters,CK13080901,,Cherkasy,Uman,,development projects,,,,,0.0,0.0,0,N,,0.0,0,N
78,CK13081301,2013-08-13,approximate,2013-08-13,Tue,30.2203052,48.7497621,56,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,graffiti,unknown,,,"unknowns, presumably Jews",,,,,,,"Unknowns have written Jewish inscriptions on crucifixtion ""unfaithful rebel against faithful"". this cross was installed on the traditional place of Jewish pilgrims praying",,,Cherkasy,Uman,,religious rights,,,,,0.0,0.0,0,Y,0.0,0.0,0,N
79,CK13081302,2013-08-13,approximate,2013-08-13,Tue,30.1620533,48.895177,56,"Cherkasy, Ivanivka village",POINT (30.1620533 48.895177),protest,symbolic,neighborhood,,,people of Ivanivka,small business,small business,,,,renter of local pound,"people came to local pound and started fishing, protesting against renter, who denied their right to access the pound",CK13081302,,Cherkasy,Ivanivka village,,public utilities,privatization,,,51.0,0.0,0.0,0,N,,0.0,0,N
80,CK13081401,2013-08-14,1,2013-08-14,Wed,32.6664089,49.0775098,56,"Cherkasy, Chyhyryn",POINT (32.6664089 49.0775098),protest,picket,neighborhood,party,rightists,"inhabitants of Ivanivka and nearby villages, BYT, Svoboda",local authorities,"small business, local authorities",,,,"Chygyryn district administration, local businessman",Villagers protested against limitation of access to a local pond.,CK13081302,,Cherkasy,Chyhyryn,,public utilities,privatization,,,201.0,0.0,0.0,0,N,,0.0,0,N
81,CK13082001,2013-08-20,1,2013-08-20,Tue,32.0587805,49.4447888,56,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,picket,,party,rightists,Svoboda,court,court,,,,Cherkasy district appellate court,Svoboda protested against accusation of its activist of destruction of a village road.,,,Cherkasy,Cherkasy,,officials' illegal actions,,,,19.0,0.0,0.0,0,N,,0.0,0,N
82,CK13082401,2013-08-24,1,2013-08-24,Sat,31.393139,49.0132605,56,"Cherkasy, Shpola",POINT (31.393139 49.0132605),other repression,attack,local authorities,,,"head of emergency service of the district, head of department on youth",,,journalists,,,journalist of oppositional Dzvin,"she was attacked during celebration of Independence, slightly injured",,,Cherkasy,Shpola,,freedom of speech,anti-opposition,,,,0.0,1.0,0,N,0.0,0.0,0,N
83,CK13090201,2013-09-02,2,2013-09-17,Mon,31.6817962,49.3687914,57,"Cherkasy, Irdyn village",POINT (31.6817962 49.3687914),protest,strike,workers,,,Cherkasytorf,"local authorities, law-enforcement",state enterprise,,,,"local authorities, prosecutors, head of the enterprise","Cherkasytorf workers striked, because of wage arrears and against boss.",CK13090201,,Cherkasy,Irdyn village,,wage arrears,anti-boss,,,120.0,0.0,0.0,0,N,,0.0,0,N
84,CK13090601,2013-09-06,1,2013-09-06,Fri,32.0587805,49.4447888,57,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,picket,,party,rightists,"Svoboda, Udar, BYT","foreign country, local authorities, government","foreign country, local authorities",,,,"RSA, Russia, Ukrainian authorities",Opposition in Cherkasy demanded firing of official accused of deadly car accident and advocated for freedom of 'Azov fisherman'.,Azov fisherman,,Cherkasy,Cherkasy,,traffic regulation,police non-feasance,police abuse,,49.0,0.0,0.0,0,N,,0.0,0,N
85,CK13090602,2013-09-06,approximate,2013-09-06,Fri,31.6817962,49.3687914,57,"Cherkasy, Irdyn village",POINT (31.6817962 49.3687914),positive response,accede,state enterprise,,,Cherkasytorf,,,workers,,,tractorists of Cherkasytorf,Only tractorists of Cherkasytorf received wages after strike.,CK13090201,,Cherkasy,Irdyn village,,wage arrears,,,,,0.0,0.0,0,N,0.0,0.0,0,N
86,CK13091101,2013-09-11,1,2013-09-11,Wed,31.8829216,49.2336897,57,"Cherkasy, Smila",POINT (31.8829216 49.2336897),protest,symbolic,,party,rightists,Svoboda,local authorities,"communal enterprise, local authorities",,,,"city council, communal enterprises of the city","People and Svoboda are displeased with city garbage management. They picketed city council and brought some garbage there. Something like ""Clear environment - healthy nation"" was on their banners",,,Cherkasy,Smila,,public utilities,environment,Ukrainian nationalism,,,0.0,0.0,0,N,,0.0,0,N
87,CK13091102,2013-09-11,1,2013-09-11,Wed,32.0587805,49.4447888,57,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),negative response,preclude,court,,,Cherkasy regional administrative court,,,,party,rightists,Svoboda,Court prohibited Svoboda march in Uman.,,,Cherkasy,Cherkasy,,police non-feasance,neofascism,Ukrainian nationalism,,,0.0,0.0,0,N,0.0,0.0,0,N
88,CK13091201,2013-09-12,1,2013-09-12,Thu,30.2203052,48.7497621,57,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,rally,small business,NGO,,civic council of Uman,,"rightists, party",,,,Svoboda,Civic council of Uman organized a rally 'Uman for Eurointegration' against announced Svoboda action against Hasidim pilgrims and against xenophobia and neofascism,,,Cherkasy,Uman,,EU,neofascism,anti-Svoboda,,201.0,0.0,0.0,0,N,,0.0,0,N
89,CK13092501,2013-09-25,1,2013-09-25,Wed,32.0587805,49.4447888,57,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),other repression,harass,unknown,,,unknown,,,journalists,"party, NGO",,"Democratic Alliance, ""Centre UA"", OPORA","Journalists and opposition held an anti-Yanukovich film show (""Open access""). The area was de-energized, then police came and said there was a bomb there. Organizers had an electricity generator for back up. They persuaded police not to disrupt the event and showed the film. Police searched the area 'for bomb' afterwards, journalists say.",,,Cherkasy,Cherkasy,,freedom of speech,pro-Yanukovych,,,,0.0,0.0,0,N,,0.0,0,N
90,CK13092901,2013-09-29,1,2013-09-29,Sun,32.0587805,49.4447888,57,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,demonstration/march,football fans,,,"Cherkasy ""Dnipro"" fans","local authorities, company",,,,,"sponsors, etc.",Cherkasy ultras marched for restoration of city football club.,CK13092901,,Cherkasy,Cherkasy,,sport,,,,49.0,0.0,0.0,0,N,,0.0,0,N
91,CK13092902,2013-09-29,1,2013-09-29,Sun,32.0587805,49.4447888,57,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,blockade,football fans,,,"Cherkasy ""Dnipro"" fans","local authorities, company",,,,,"sponsors, etc.",Cherkasy ultras marched for restoration of city football club. they blocked the road by marching on it,CK13092901,,Cherkasy,Cherkasy,,sport,,,,49.0,0.0,0.0,0,N,,0.0,0,N
92,CK13093001,2013-09-30,approximate,2013-09-30,Mon,30.6980137,48.8889723,57,"Cherkasy, Talne",POINT (30.6980137 48.8889723),protest,picket,workers,,,workers of Talne bread factory,local authorities,company,,,,"raiders, district administration",Talne bread factory is said to have picketed rayon administration (RDA) against raiders.,,,Cherkasy,Talne,,raiders,,,,49.0,0.0,0.0,0,N,,0.0,0,N
94,CK13100801,2013-10-08,1,2013-10-08,Tue,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,picket,workers,,,ex-workers of Udar,party,party,,,,Udar,Udar workers in Cherkasy also protest against Udar for wages unpaid.,CK13100801,,Cherkasy,Cherkasy,,wage arrears,anti-UDAR,,,,0.0,0.0,0,N,,0.0,0,N
95,CK13101001,2013-10-10,1,2013-10-10,Thu,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,rally,,party,leftists,CPU,"local authorities, government","company, government",,,,"government, local authorities, fraud credit unions",CPU in Cherkasy rallied for Customs Union. they also supported the issue of deceived investors,,,Cherkasy,Cherkasy,10:15:00,fraud,pro-Communism,Russia Customs Union,,99.0,0.0,0.0,0,N,,0.0,0,N
96,CK13101002,2013-10-10,1,2013-10-10,Thu,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,picket,,party,rightists,"BYT, UDAR, Svoboda","local authorities, government","local authorities, government",,,,"treasury, government",Cherkasy BYT picketed treasury.,treasury october,,Cherkasy,Cherkasy,,insufficient financing,local self-government,anti-government,,31.0,0.0,0.0,0,N,,0.0,0,N
97,CK13101101,2013-10-11,approximate,2013-10-11,Fri,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,destroy,neighborhood,,,Gagarin str.,local authorities,company,,,,city council; developers,Gagarin str. neighborhood in Cherkasy destroyed starting of kiosk construction.,,,Cherkasy,Cherkasy,,development projects,,,,,0.0,0.0,0,Y,,0.0,0,N
98,CK13101301,2013-10-13,1,2013-10-13,Sun,30.2203052,48.7497621,58,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,rally,citizens,,,some concerned citizens,,"rightists, party",,,,Svoboda,News says some concerned citizens mobilized against Svoboda march on Pokrova day in Uman.,,,Cherkasy,Uman,,neofascism,OUN-UPA,anti-Svoboda,,,0.0,0.0,0,N,,0.0,0,N
99,CK13101501,2013-10-15,1,2013-10-15,Tue,30.2203052,48.7497621,58,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,picket,citizens,,,banya lovers,local authorities,local authorities,,,,"city council, mayor",In Uman men picketed mayor for functioning of city banya (sauna).,,,Cherkasy,Uman,,public utilities,,,,15.0,0.0,0.0,0,N,,0.0,0,N
100,CK13101701,2013-10-17,approximate,2013-10-17,Thu,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,confrontation,neighborhood,,,people from Dobrovolskogo 15 Street,,company,,,,kiosk developer,people stopped developing of a kiosk in their yard,,,Cherkasy,Cherkasy,,development projects,,,,,0.0,0.0,0,N,,0.0,0,N
101,CK13102001,2013-10-20,1,2013-10-20,Sun,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,symbolic,,party,,Democratic alliance,government,,,,,President,"activists gathered pens to send them to the President, to urge singing of Association with EU",,,Cherkasy,Cherkasy,,EU,,,,,0.0,0.0,0,N,,0.0,0,N
104,CK13102901,2013-10-29,approximate,2013-10-29,Tue,30.2203052,48.7497621,58,"Cherkasy, Uman",POINT (30.2203052 48.7497621),protest,beating,unknown,,,likely Svoboda haters,,"rightists, party",,,,Svoboda,"In Uman Svoboda activist was attacked in park by some men as he went home. however, political background in dubious",,,Cherkasy,Uman,,anti-Svoboda,,,,,0.0,1.0,0,N,0.0,0.0,0,Y
105,CK13103001,2013-10-30,1,2013-10-30,Wed,32.0587805,49.4447888,58,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,demonstration/march,football fans,,,'Dnipro Cherkasy ultras',local authorities,,,,,RSA,Football fans in Cherkasy want restoration of FC 'Dnipro'.,,,Cherkasy,Cherkasy,,sport,,,,99.0,0.0,0.0,0,N,,0.0,0,N
106,CK13110701,11/7/2013,1,11/7/2013,Thu,32.0587805,49.4447888,59,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,demonstration/march,,party,leftists,CPU,government,"rightists, government",,,,"government, rightists",CPU in Cherkasy rallied for October revolution.,,,Cherkasy,Cherkasy,10:00:00,pro-Communism,anti-rightists,,,41.0,0.0,0.0,0,N,9.0,0.0,0,N
107,CK13111301,11/13/2013,approximate,11/13/2013,Wed,32.0587805,49.4447888,59,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),other repression,harass,company,,,Cherkasy Azot ,,,workers,trade union,,"Workers of Cherkasy Azot, independent trade union (Democratic trade unions of Ukraine)",Workers who wanted to create independent trade union and those who wanted to join it were harassed by company. The company threatened them with eviction from dormitory and dismissal.,,,Cherkasy,Cherkasy,,labor rights,,,,,0.0,0.0,0,N,,0.0,0,N
108,CK13111401,11/14/2013,1,11/14/2013,Thu,32.0587805,49.4447888,59,"Cherkasy, Cherkasy",POINT (32.0587805 49.4447888),protest,rally,disabled,,,Sick people who have renal failure and are treated at Frezenius,local authorities,"local authorities, company",,,,"Deputies of city council, Fresenius hospital",Sick people demanded to pay off an debt for their treatment in 2013 of regional local authorities.,Ferenzius,,Cherkasy,Cherkasy,,insufficient financing,public health,,,49.0,0.0,0.0,0,N,,0.0,0,N
