ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
DN13121601,12/16/2013,1,12/16/2013,Mon,protest,break in,politician,,,"Leninsky and Yasynovatsky district councils members D. Verzilov and S. Chyrin, Euromaidan protesters",local authorities,local authorities,,,,Donetsk ODA,"Leninsky and Yasynovatsky district councils members D. Verzilov and S. Chyrin tried to enter ODA building to speak with the governor, but were turned away by guards because there was a press-conference and they were not officially registered journalists",Euromaidan,,Donetsk,Donetsk,,police abuse,,,,21,0,0,0,N,,0,0,N
DN13121701,12/17/2013,1,12/17/2013,Tue,protest,rally,"local authorities, company",,,"""Nord"" workers, secretary of city council",government,party,,,,"V. Yanukovych, opposition",Workers supported V. Yanukovych and criticized Euromaidan.,Anti-Euromaidan,,Donetsk,Donetsk,,EU,Russia Customs Union,anti-opposition,,200,0,0,0,N,,0,0,N
DN13121801,12/18/2013,1,12/18/2013,Wed,protest,motorcade,car owners,party,,"Euromaidan protesters, UDAR",,government,,,,Ukrainian government,"Regional motorcade in support of Kyiv Euromaidan. Activists decided to visit Kostiantynivka, Druzhkivka, Kramatorsk and Sloviansk.","Euromaidan, DN13121801",,Donetsk,Donetsk Region,10:00:00,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
DN13121802,12/18/2013,1,12/18/2013,Wed,protest,rally,local authorities,,,Sloviansk dwellers with mayor and other local authorities,,"car owners, party",,,,"Euromaidan motorcade activists, UDAR","Sloviansk dwellers protested against Euromaidan motorcade activists, protesting against Euromaidan values.","Anti-Euromaidan, DN13121801",,Donetsk,Sloviansk,,EU,pro-government,anti-opposition,,,0,0,0,N,,0,0,N
DN13121803,12/18/2013,1,12/18/2013,Wed,protest,destroy,neighborhood,,,Sloviansk dwellers,,"car owners, party",,,,"Euromaidan motorcade activists, UDAR",Protesters took away and burned EU flag.,"Anti-Euromaidan, DN13121801",,Donetsk,Sloviansk,,EU,pro-government,anti-opposition,,,0,0,0,Y,,0,0,N
DN13122001,12/20/2013,1,12/20/2013,Fri,protest,picket,"foreign citizens, religious institution, students",,,foreign students,communal enterprise,communal enterprise,,,,hospital staff,"African students picketed hospital, demanded explanations of 2 deaths of students from Nigeria",DN13122001,,Donetsk,Donetsk,,public health,officials' illegal actions,,,19,0,0,0,N,,0,0,N
DN13122002,12/20/2013,1,12/20/2013,Fri,protest,break in,"foreign citizens, students",,,foreign students,communal enterprise,communal enterprise,,,,hospital staff,"African students picketed hospital, demanded explanations of 2 deaths of students from Nigeria. they broke into the cardiology department of the hospital, demanding explanations ",DN13122001,,Donetsk,Donetsk,,public health,officials' illegal actions,,,19,0,0,0,N,,0,0,N
DN13122101,12/21/2013,1,12/21/2013,Sat,protest,demonstration/march,,"party, NGO",,"local dwellers, parties, NGOs",,government,,,,V. Yanukovych,"Protesters marched the streets of Donetsk. They called their action ""march of enlightenment"" and protested against actions of V. Yanukovych.","Euromaidan, DN13122101",,Donetsk,Donetsk,,officials' illegal actions,EU,anti-Yanukovych,,75,0,0,0,N,9,0,0,N
DN13122102,12/21/2013,1,12/21/2013,Sat,negative response,beating,unknown,,,unknown,,,citizens,,,local dweller,"Unknown man attacked one of the protesters, but police stopped him.","Euromaidan, DN13122101",,Donetsk,Donetsk,,officials' illegal actions,EU,anti-Yanukovych,,,0,0,0,N,,0,0,N
DN13122202,12/22/2013,approximate,12/22/2013,Sun,negative response,beating,politician,,,"city council member V. Bondarenko and two ""cossacks""",,,citizens,,,Euromaidan anti-PR protester O. Hazaliuk,"anti-PR protester O. Hazaliuk was whipped by city council member V. Bondarenko and two ""cossacks"" for anti-PR and anti-government graffiti.","Euromaidan, DN13121001",,Donetsk,Torez,,anti-PR,anti-government,,,,0,1,0,N,,0,0,N
DN13122305,12/23/2013,1,12/23/2013,Mon,protest,symbolic,religious institution,NGO,,"Plast, Euromaidan activists, UPC (KP) ",,,,,,,"The action ""Light of Peace from Bethlehem"" was organized in Donetsk by the Euromaidan activists, UPC (KP) and members of Plast.",Euromaidan,,Donetsk,Donetsk,,EU,,,,,0,0,0,N,,0,0,N
DN13122401,12/24/2013,approximate,12/24/2013,Tue,negative response,dismiss,company,,,chemical factory,,,workers,party,,"factory worker, Batkivshchyna chairman O. Volkov",Batkivshchyna chairman O. Volkov was forced to quit his job after participating in Euromaidan.,Euromaidan,,Donetsk,Kostiantynivka,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
DN13122402,12/24/2013,1,12/24/2013,Tue,protest,symbolic,citizens,,,Euromaidan,,"law-enforcement, court",,,,"general prosecutor, other prosecutors and judges",Euromaidan installed a board of shame,Euromaidan,,Donetsk,Donetsk,,officials' illegal actions,police abuse,,,,0,0,0,N,,0,0,N
DN13122501,12/25/2013,1,12/25/2013,Wed,protest,rally,journalists,initiative group,,"journalists, Stop Censorship",law-enforcement,"law-enforcement, government",,,,"V. Zakharchenko, V. Pshonka","Journalists protested against attack on Chornovol, demanding resignation of V. Zakharchenko and V. Pshonka. 8 to 100 participants ",Euromaidan-Chornovol,,Donetsk,Donetsk,18:00:00,police non-feasance,freedom of speech,anti-Zaharchenko,,54,0,0,0,N,,0,0,N
DN13122801,12/28/2013,1,12/28/2013,Sat,protest,attack,unknown,,,unknown,,artists,,,,Zhadan,"Unknown people threw eggs at Zhadan, trying to disrupt his concert on Euromaidan. there are some doubts that attack was successful",Anti-Euromaidan,,Donetsk,Donetsk,18:30:00,EU,,,,,0,0,0,N,,0,0,N
DN13122802,12/28/2013,1,12/28/2013,Sat,protest,rally,,"party, NGO",leftists,"PSPU, Confederation of Labour in Ukraine, Women's Organisation ""Gift of Life""",government,,,,,government,"Progressive Socialist Party of Ukraine, Confederation of Labour in Ukraine, Women's Organisation ""Gift of Life"" organised a rally in support of Customs union.",Anti-Euromaidan,,Donetsk,Donetsk,,welfare,Russia Customs Union,,,49,0,0,0,N,,0,0,N
DN13122803,12/28/2013,1,12/28/2013,Sat,protest,rally,artists,,,"Zadan, activists Euromaidan",,government,,,,Yanukovych,Zadan played the concert in front of activists Euromaidan in Donetsk.,Euromaidan,,Donetsk,Donetsk,evening,EU,anti-Yanukovych,anti-government,,275,0,0,0,N,,0,0,N
DN13122901,12/29/2013,1,12/29/2013,Sun,protest,demonstration/march,citizens,,,Euromaidan activists,government,government,,,,government,March in support of Euromaidan.,"Euromaidan, DN13122901",,Donetsk,Donetsk,12:30:00,police abuse,EU,anti-government,,300,0,0,0,N,,0,0,N
DN13122902,12/29/2013,1,12/29/2013,Sun,negative response,attack,unknown,,,unknown,,,citizens,,,Euromaidan activists,"Unknown people threw eggs at Euromaidan activists, trying to disrupt the march.","Euromaidan, DN13122901",,Donetsk,Donetsk,afternoon,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
DN13123001,12/30/2013,2,1/13/2014,Mon,protest,rally,,party,rightists,"Euromaidan activists, local dwellers, Svoboda activists",,government,,,,"government, V. Yanukovych","Rally in support of Euromaidan. Protesters expressed condolences to victims of the bombings in Russia. They also demanded resignation of Yanukovych.
Later they marched the streets of Donetsk, protesting against government.","Euromaidan, DN13123001",,Donetsk,Donetsk,evening,police abuse,EU,anti-Yanukovych,,91,0,0,0,N,,0,0,N
DN13123002,12/30/2013,1,12/30/2013,Mon,protest,symbolic,citizens,,,Euromaidan activists,party,party,,,,"PR members, S. Bogachov, M. Zahoruyko, O. Kravtsov","After members of PR came to Euromaidan rally (DN13123001), protesters shouted ""Shame!"" and demanded PR to leave. ","Euromaidan, DN13123001",,Donetsk,Donetsk,evening,anti-PR,,,,31,0,0,0,N,,0,0,N
DN13123101,12/31/2013,1,12/31/2013,Tue,other repression,interrogation,law-enforcement,,,tax police,,,small business,business association,,Association of farmers of Marjinskyi district,"Farmers who donated 16,000 UAH on Euromaidan were called for interrogation by the tax police. officially - for some violations","Euromaidan, DN13123101",,Donetsk,Marinka District,07:00:00,EU,,,,,0,0,0,N,,0,0,Y
DN13123102,12/31/2013,1,12/31/2013,Tue,protest,picket,,party,,Democratic Alliance,politician,"politician, government",,,,"R. Akhmetov, government","Activists brought a symbolic ""blooded"" tree to Akhmetov's house, protesting against his support of PR. One of the activists mentioned that Akhmetov won't see the picket as he's probably in London. After this Akhmetov came out to activists, blaming them for lying.",Euromaidan,,Donetsk,Donetsk,morning,police abuse,anti-Akhmetov,anti-PR,,15,0,0,0,N,,0,0,N
DN13123103,12/31/2013,1,12/31/2013,Tue,protest,picket,,party,,"UDAR, Euromaidan activists",local authorities,"local authorities, law-enforcement",,,,"Ministry of Revenue and Duties of Ukraine, tax police","Activists picketed Ministry of Revenue and Duties of Ukraine, protesting against repressions of farmers (see DN13123101).","Euromaidan, DN13123101",,Donetsk,Donetsk,afternoon,small business rights,police abuse,,,29,0,0,0,N,,0,0,N
DN13123104,12/31/2013,1,12/31/2013,Tue,protest,symbolic,citizens,,,Euromaidan activists,politician,"politician, government",,,,"L. Yanukovych, government","2 activists of Euromaidan came to Yanukovych residence, wishing to give L. Yanukovych greeting cards from Donetsk dwellers. After nobody let them in, they attached the cards to the fence.",Euromaidan,,Donetsk,Donetsk,evening,anti-Yanukovych,,,,2,0,0,0,N,0,0,0,N
DN13123105,12/31/2013,1,12/31/2013,Tue,negative response,destroy,unknown,,,unknown,,,citizens,,,Euromaidan activist M. Oliynyk,"Unknown people damaged the car of Euromaidan activist M. Oliynyk, she suspects this to be a revenge for the support of Euromaidan.",Euromaidan,,Donetsk,Donetsk,,police abuse,EU,anti-government,,,0,0,0,Y,0,0,0,N
DN13123106,12/31/2013,1,12/31/2013,Tue,negative response,interrogation,law-enforcement,,,police,,,artists,,,"Euromaidan activist, artist Y. Nasadiuk","Euromaidan activist, artist Y. Nasadiuk was taken for interrogation. Police accused him of sexual harassment of a minor.",Euromaidan,,Donetsk,Donetsk,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,Y
DP13010401,2013-01-04,1,2013-01-04,Fri,protest,picket,neighborhood,,,inhabitants of Peremoga district in Dnipropetrovsk,company,company,,,,construction company,"CItizens protest against construction of beer pub on the beach, which will close access to Dnipro shore.",,,Dnipropetrovsk,Dnipropetrovsk,,development projects,land,,,31,0,0,0,N,,0,0,N
DP13010901,2013-01-09,1,2013-01-09,Wed,other repression,bomb,unknown,,,unknown persons,,,company,,,Akta-Bank in Dnipropetrovsk,"Someone threw a grenade into the Akta-Bank building. Explosion ruined one of the windows, no-one was injured.",,,Dnipropetrovsk,Dnipropetrovsk,4:45:00,anti-boss,,,,,0,0,0,Y,0,0,0,Y
DP13011101,2013-01-11,1,2013-01-11,Fri,protest,demonstration/march,football fans,party,rightists,"Svoboda, fans of Dnipro football team","court, government","court, government",,,,"court system, Verkhovna Rada, Cabinet of Ministers","Activists demanded to free Pavlychenko brothers, claiming that evidence against them is falsified. They also critisized corrupt court system and government.",Free Pavlychenko,1,Dnipropetrovsk,Dnipropetrovsk,,anti-government,civic liberties,,,1001,0,0,0,N,,0,0,N
DP13011102,2013-01-11,1,2013-01-11,Fri,protest,blockade,neighborhood,,,inhabitants of Pobeda district in Dnipropetrovsk,"company, local authorities","company, local authorities",,,,"mayor of Dnipropetrovsk, construction company",Citizens blocked the traffic on Heroyiv boulevard and demanded to stop construction of shopping mall in their district.,DP13011102,,Dnipropetrovsk,Dnipropetrovsk,,development projects,,,,,0,0,0,N,,0,0,N
DP13011103,2013-01-11,1,2013-01-11,Fri,positive response,accede,law-enforcement,,,prosecutor's office of Dnipropetrovsk,,,neighborhood,,,inhabitants of Pobeda district,Prosecutor's office recognizes that construction of shopping mall is illegal.,DP13011102,,Dnipropetrovsk,Dnipropetrovsk,,development projects,,,,,0,0,0,N,0,0,0,N
DP13011501,2013-01-15,1,2013-01-15,Tue,protest,picket,parents,,,relatives of car accident victims,law-enforcement,law-enforcement,,,,Dnipropetrovsk police,"Relatives of the victims of car accident, which happened in April 2012, demanded to punish the drivers who are guilty in the death of their children.",,,Dnipropetrovsk,Dnipropetrovsk,,traffic regulation,police non-feasance,,,,0,0,0,N,,0,0,N
DP13012501,2013-01-25,1,2013-01-25,Fri,protest,rally,workers,trade union,,employees of Dnipravia,company,company,,,,"Dnipropetrovsk airport, Dniproavia",Workers demanded to pay their wages that have been delayed for 3 months.,Dniproavia,,Dnipropetrovsk,Dnipropetrovsk,,company closure,,,,101,0,0,0,N,,0,0,N
DP13012801,2013-01-28,1,2013-01-28,Mon,positive response,accede,law-enforcement,,,prosecutor's office on transportation,,,workers,trade union,,employees of Dniproavia,Prosecutor's office opened criminal case on wage arrears of Dniproavia.,Dniproavia,,Dnipropetrovsk,Dnipropetrovsk,,company closure,,,,,0,0,0,N,0,0,0,N
DP13012901,2013-01-29,1,2013-01-29,Tue,protest,demonstration/march,,party,rightists,"Svoboda, nationalist organizations",,government,,,,"Soviet state, government of Ukraine",Nationalists commemorated heroes of Kruty with a torch march. They also marched on a Soviet flag. and in support of Pavlichenko,Free Pavlychenko,1,Dnipropetrovsk,Dnipropetrovsk,,anti-Communism,civic liberties,,,199,0,0,0,N,,0,0,N
DP13012902,2013-01-29,1,2013-01-29,Tue,protest,symbolic,small business,business association,,"Entrepreneur Union of Kryvyi Rih, small business representatives",local authorities,local authorities,,,,Kryvyi Rih city council,Protesters burned the scarecrow of corruption as a sign of protest against Kryvyi Rih bureacrats' actions.,,,Dnipropetrovsk,Kryvyi Rih,,officials' illegal actions,corruption,small business rights,,31,0,0,0,N,,0,0,N
DP13012903,2013-01-29,1,2013-01-29,Tue,protest,rally,workers,,,employees of Dniprovodokanal,communal enterprise,communal enterprise,,,,Dniprovodokanal management,Workers protested against wage arrears and work schedule.,,,Dnipropetrovsk,Dnipropetrovsk,,labor rights,,,,30,0,0,0,N,,0,0,N
DP13013001,2013-01-30,1,2013-01-30,Wed,protest,rally,,party,leftists,CPU,"local authorities, government","local authorities, government",,,,"Verkhovna Rada, President, Cabinet of Ministers, Dnipropetrovsk city and region councils",Communists demanded from local authorities and central government to stop cooperation with IMF and to join the Customs Union with Russia.,,,Dnipropetrovsk,Dnipropetrovsk,,IMF,social payments,,,,0,0,0,N,,0,0,N
DP13020101,2013-02-01,1,2013-02-01,Fri,positive response,accede,court,,,Higher Specialized Court of Ukraine,,,politician,,,"Maksym Golosnyi, author of ""Granny with a cat"" billboards","Court has dropped charges of minor injuries, of which Golosnyi was accused in April 2011.",,,Dnipropetrovsk,Dnipropetrovsk,,anti-PR,,,,,0,0,0,N,0,0,0,N
DP13020102,2013-02-01,1,2013-02-01,Fri,protest,rally,small business,"initiative group, business association, party",rightists,"Entrepreneur Union of Kryvyi Rih, Nastup, small business representatives, Svoboda",local authorities,local authorities,,,,Kryvyi Rih city council,Small business of Kryvyi Rih protested against destruction of press kyosks that belong to Pressa-M firm.,DP13020102,,Dnipropetrovsk,Kryvyi Rih,,small business rights,,,,101,0,0,0,N,,0,0,N
DP13020103,2013-02-01,1,2013-02-01,Fri,negative response,blockade,local authorities,,,Kryvyi Rih city council,,,small business,"NGO, business association",,"Entrepreneur Union of Kryvyi Rih, small business representatives",Activists were blocked in the city council building. No local authorities representatives came to meet the protesters.,DP13020102,,Dnipropetrovsk,Kryvyi Rih,,small business rights,,,,,0,0,0,N,,0,0,N
DP13020401,2013-02-04,1,2013-02-04,Mon,positive response,accede,company,,,Dniproavia,,,workers,trade union,,workers of Dnipravia,Dnipravia paid the arreared wages to approximately 700 workers.,Dniproavia,,Dnipropetrovsk,Dnipropetrovsk,,labor rights,wage arrears,,,,0,0,0,N,0,0,0,N
DP13020402,2013-02-04,1,2013-02-04,Mon,protest,symbolic,parents,,,parents of Reva,law-enforcement,law-enforcement,,,,correctional facilities authorities,Relatives of Dmytro Reva celebrated his birthday with a symbolic fireshow. They spread leaflets about his terrorism charges.,Reva,,Dnipropetrovsk,Dnipropetrovsk,,officials' illegal actions,,,,,0,0,0,N,,0,0,N
